training_step, return
10534830,805.0
10535630,755.0
10538140,1985.0
10539469,1170.0
10540286,490.0
10541067,540.0
10542731,1315.0
10545279,2060.0
10546115,600.0
10546896,770.0
10548324,1375.0
10549054,775.0
10549915,545.0
10551516,1145.0
10552311,915.0
10553108,800.0
10554049,470.0
10554840,545.0
10556267,925.0
10557505,885.0
10558153,365.0
10559088,800.0
10559742,805.0
10560607,800.0
10561523,570.0
10563154,1375.0
10564823,1205.0
10566604,1200.0
10567410,600.0
10568150,545.0
10568983,550.0
10569835,545.0
10570552,540.0
10571363,750.0
10573054,1575.0
10574584,1375.0
10575283,515.0
10576757,1170.0
10578238,1275.0
10579411,545.0
10580265,550.0
10581128,540.0
10582795,1230.0
10584549,1115.0
10585452,540.0
10586291,520.0
10587168,555.0
10588784,1140.0
10590593,1550.0
10592114,1400.0
10593815,1230.0
10595539,1575.0
10596158,545.0
10596913,540.0
10598045,825.0
10598857,515.0
10600632,1435.0
10601496,540.0
10602419,570.0
10603275,545.0
10604833,1245.0
10605539,610.0
10606399,600.0
10607329,800.0
10608132,520.0
10608872,575.0
10609581,435.0
10610973,1215.0
10612489,1175.0
10614083,1230.0
10614834,540.0
10615692,800.0
10617451,1130.0
10619023,1230.0
10620017,545.0
10620640,345.0
10622510,1370.0
10623380,800.0
10624218,770.0
10625057,610.0
10625879,600.0
10626766,600.0
10628491,1200.0
10630254,1400.0
10631905,1170.0
10633625,1170.0
10634377,555.0
10635121,515.0
10636027,550.0
10637558,1315.0
10638304,545.0
10639105,570.0
10639416,145.0
10640461,865.0
10642174,1340.0
10643787,1235.0
10644568,545.0
10646069,1130.0
10646810,555.0
10647641,580.0
10649339,1230.0
10650263,775.0
10651744,1185.0
10652501,545.0
10653321,570.0
10654953,1345.0
10656599,1120.0
10658124,1145.0
10658735,420.0
10660597,1630.0
10662441,1145.0
10663197,545.0
10664055,600.0
10664822,500.0
10666500,1575.0
10667303,475.0
10668078,545.0
10668879,770.0
10669621,515.0
10671146,1630.0
10672829,1405.0
10674440,1230.0
10677338,1810.0
10678983,1205.0
10679745,600.0
10681058,1105.0
10682631,1400.0
10683410,605.0
10685208,1430.0
10685961,575.0
10687578,1235.0
10689096,1040.0
10689959,775.0
10690609,315.0
10691642,605.0
10692447,600.0
10694102,1375.0
10695584,1405.0
10696366,540.0
10698124,1175.0
10700540,2005.0
10701345,555.0
10702198,525.0
10703311,760.0
10704194,570.0
10705099,575.0
10706768,1170.0
10707566,515.0
10708333,545.0
10709653,1175.0
10711310,1045.0
10712049,545.0
10713899,1230.0
10715815,1200.0
10716602,545.0
10718364,1290.0
10720105,1435.0
10720920,600.0
10722537,1130.0
10723467,740.0
10724273,715.0
10725777,1230.0
10726605,600.0
10727391,480.0
10728972,1230.0
10730395,1400.0
10731798,1145.0
10733035,970.0
10733759,570.0
10735681,1175.0
10736325,785.0
10737355,780.0
10738948,1125.0
10739841,485.0
10740606,570.0
10742398,1145.0
10743193,545.0
10744782,1435.0
10745503,540.0
10746414,600.0
10747186,545.0
10749019,1170.0
10749796,530.0
10750592,570.0
10752003,970.0
10753667,1550.0
10755198,1090.0
10755951,715.0
10756766,540.0
10758385,1170.0
10759248,740.0
10759947,545.0
10760753,570.0
10761673,515.0
10762412,600.0
10763679,1205.0
10764385,360.0
10765163,575.0
10766066,550.0
10766973,570.0
10767787,600.0
10769198,990.0
10770057,545.0
10770832,575.0
10771722,570.0
10773257,1080.0
10774984,1020.0
10775841,545.0
10776642,870.0
10777475,515.0
10778413,570.0
10779312,600.0
10780145,600.0
10780974,745.0
10781846,545.0
10782694,570.0
10784545,1205.0
10785408,575.0
10786168,540.0
10786873,550.0
10787777,745.0
10788489,575.0
10789165,770.0
10790490,1210.0
10791995,1430.0
10792693,550.0
10794086,1095.0
10794791,545.0
10796402,1230.0
10797171,525.0
10798014,745.0
10799314,1065.0
10801131,1545.0
10802811,1230.0
10803466,775.0
10805202,1200.0
10806554,915.0
10808340,1200.0
10809995,1205.0
10811426,1005.0
10812234,680.0
10813010,545.0
10813743,745.0
10814546,545.0
10815505,780.0
10816410,575.0
10818079,1375.0
10819046,740.0
10820103,745.0
10821541,1065.0
10822433,600.0
10823288,570.0
10824765,1495.0
10825424,545.0
10826301,605.0
10827942,1370.0
10829477,1200.0
10830267,745.0
10831784,1430.0
10832575,545.0
10833401,575.0
10834372,675.0
10835950,1545.0
10836593,570.0
10838197,1310.0
10839089,585.0
10840191,810.0
10841022,575.0
10841823,580.0
10842779,770.0
10843426,420.0
10844191,605.0
10845048,580.0
10846919,1200.0
10848270,1030.0
10850097,1205.0
10850862,525.0
10852740,1105.0
10854696,1180.0
10856475,1345.0
10857990,1260.0
10859736,1120.0
10861071,990.0
10861746,545.0
10863381,1200.0
10864599,865.0
10866382,1205.0
10867992,1205.0
10869488,1140.0
10870281,470.0
10871190,545.0
10871994,570.0
10872752,515.0
10873585,520.0
10874471,545.0
10875366,600.0
10876078,515.0
10876914,575.0
10877602,505.0
10878394,740.0
10879154,805.0
10880101,575.0
10880864,545.0
10881988,850.0
10883803,1575.0
10884478,545.0
10885935,1175.0
10887459,1070.0
10889227,1155.0
10890228,575.0
10891996,1155.0
10893505,1345.0
10894315,775.0
10895356,775.0
10897401,1610.0
10898131,610.0
10899104,545.0
10899779,1005.0
10900961,695.0
10901757,570.0
10903472,1215.0
10905222,1115.0
10906023,600.0
10907756,1145.0
10909290,1400.0
10909995,605.0
10910702,600.0
10912451,1400.0
10914130,1100.0
10914965,545.0
10915892,515.0
10917391,1175.0
10919253,1175.0
10920107,575.0
10920978,520.0
10921367,240.0
10923222,1200.0
10924027,575.0
10925412,935.0
10926250,575.0
10927890,1320.0
10928703,545.0
10929568,575.0
10930360,555.0
10931965,1175.0
10933619,1185.0
10934393,745.0
10936095,1405.0
10937029,600.0
10937874,540.0
10939560,1345.0
10941247,1725.0
10942253,520.0
10943195,515.0
10943943,575.0
10944808,515.0
10945970,830.0
10946966,570.0
10947850,525.0
10948811,775.0
10949569,575.0
10950611,570.0
10951970,1235.0
10953585,1150.0
10954444,570.0
10956157,1375.0
10956989,600.0
10957754,750.0
10958431,615.0
10960065,1070.0
10961463,1175.0
10962341,515.0
10963231,580.0
10964120,525.0
10964937,715.0
10965888,520.0
10966826,600.0
10967693,715.0
10970537,2085.0
10971224,570.0
10971853,365.0
10972685,515.0
10973598,545.0
10974421,495.0
10975450,605.0
10976194,540.0
10976984,745.0
10978602,1115.0
10980243,1375.0
10981231,605.0
10982795,1170.0
10983491,545.0
10984224,535.0
10985166,545.0
10985926,575.0
10987335,1225.0
10988914,1145.0
10989726,530.0
10990506,575.0
10992293,1175.0
10992973,570.0
10993842,775.0
10995644,1200.0
10996575,600.0
10997537,770.0
10999282,1400.0
11000289,805.0
11001053,515.0
11001786,615.0
11003145,1175.0
11004370,1040.0
11006059,1185.0
11007492,1265.0
11008963,1195.0
11009657,575.0
11010371,770.0
11011113,545.0
11011922,575.0
11013761,1205.0
11014626,570.0
11015472,985.0
11016145,605.0
11017090,775.0
11018572,1420.0
11019429,545.0
11020187,520.0
11020899,360.0
11021686,575.0
11022415,475.0
11023904,1120.0
11025841,1325.0
11026924,570.0
11029389,1610.0
11030314,570.0
11031223,600.0
11032753,1345.0
11033468,545.0
11035027,1230.0
11036566,1205.0
11037549,545.0
11039211,1120.0
11040736,1000.0
11041502,520.0
11042107,545.0
11043130,500.0
11043982,745.0
11044878,515.0
11045706,470.0
11046829,740.0
11049063,1885.0
11050832,1400.0
11051913,815.0
11052750,515.0
11054415,1230.0
11056833,1835.0
11057757,610.0
11059415,1175.0
11060470,600.0
11062178,1545.0
11063582,975.0
11064475,545.0
11066238,1425.0
11067202,800.0
11068226,515.0
11069105,575.0
11070982,1285.0
11071843,775.0
11072679,480.0
11074337,1150.0
11075905,1230.0
11076706,775.0
11078413,1400.0
11079360,600.0
11080072,520.0
11081842,1095.0
11082708,800.0
11084385,1400.0
11085538,910.0
11086377,805.0
11088227,1600.0
11089138,555.0
11090049,575.0
11090865,800.0
11092442,1575.0
11093773,1035.0
11095343,1405.0
11096769,1200.0
11098377,1095.0
11099189,570.0
11100089,545.0
11101692,1405.0
11103659,1150.0
11104611,600.0
11106383,1230.0
11108002,1435.0
11109714,1230.0
11110542,545.0
11112160,1175.0
11112840,545.0
11113630,775.0
11114507,545.0
11115328,580.0
11116698,1370.0
11118300,1090.0
11119205,740.0
11120562,1175.0
11121014,305.0
11121758,545.0
11122491,545.0
11123435,540.0
11125223,1600.0
11126851,1175.0
11128636,1230.0
11130430,1400.0
11132145,1145.0
11132970,605.0
11134667,1115.0
11135329,530.0
11136842,1300.0
11137737,610.0
11138586,545.0
11140278,1175.0
11141153,605.0
11142730,1145.0
11144380,1345.0
11146097,1205.0
11146834,440.0
11148272,1200.0
11149049,495.0
11149767,515.0
11150557,525.0
11152242,1175.0
11154045,1230.0
11155717,1375.0
11157321,1975.0
11158281,690.0
11159030,545.0
11159787,570.0
11160595,570.0
11161334,545.0
11162926,1600.0
11164376,1240.0
11165210,750.0
11166729,1285.0
11168020,860.0
11168888,515.0
11169724,515.0
11170596,600.0
11172176,1275.0
11172850,575.0
11173711,545.0
11174330,630.0
11175059,645.0
11176355,1145.0
11178053,1575.0
11179532,1075.0
11180322,505.0
11181114,745.0
11182776,1190.0
11183580,1000.0
11184432,575.0
11185308,600.0
11186981,1095.0
11187818,745.0
11188818,540.0
11190185,1100.0
11190965,495.0
11191876,575.0
11192517,570.0
11193335,555.0
11195107,1170.0
11196641,1430.0
11198403,1295.0
11199942,1130.0
11201089,570.0
11202534,1200.0
11203440,610.0
11204339,605.0
11205124,545.0
11206834,1375.0
11207657,530.0
11208934,1010.0
11209724,540.0
11210423,545.0
11212728,1950.0
11213709,570.0
11215244,1210.0
11217877,1805.0
11219487,1125.0
11221531,2000.0
11223753,1635.0
11225245,1375.0
11227047,1430.0
11227925,570.0
11229499,1375.0
11230288,500.0
11231050,605.0
11231811,600.0
11233625,1205.0
11235257,1355.0
11236036,775.0
11237603,1375.0
11238323,575.0
11239140,480.0
11240751,1105.0
11242400,1275.0
11244027,1130.0
11244662,545.0
11245515,800.0
11246262,515.0
11248131,1175.0
11249154,575.0
11249873,565.0
11250835,515.0
11251613,970.0
11253097,1235.0
11253782,480.0
11254316,640.0
11255910,1200.0
11256646,480.0
11257248,330.0
11257976,570.0
11258880,805.0
11259616,545.0
11260312,575.0
11261173,575.0
11261915,580.0
11262782,600.0
11263669,715.0
11264612,545.0
11265478,570.0
11266988,1355.0
11267842,505.0
11268490,395.0
11269189,545.0
11270828,1200.0
11273642,2200.0
11275053,1400.0
11275866,585.0
11276650,540.0
11277588,800.0
11278364,570.0
11279331,600.0
11280006,570.0
11280682,550.0
11282038,1175.0
11283107,600.0
11284616,1175.0
11286111,1205.0
11287785,1210.0
11288612,570.0
11290058,1235.0
11291605,1020.0
11292335,605.0
11294335,1150.0
11296135,1205.0
11297278,745.0
11298138,575.0
11299382,995.0
11300316,770.0
11301324,575.0
11301939,370.0
11302860,600.0
11303667,670.0
11304668,540.0
11306240,1230.0
11307788,880.0
11308903,775.0
11310428,1200.0
11312083,1055.0
11313520,1150.0
11315566,1230.0
11317021,1375.0
11317747,395.0
11319489,1230.0
11320257,785.0
11322246,1515.0
11323073,545.0
11323970,770.0
11324825,545.0
11325559,515.0
11326269,520.0
11326908,600.0
11327895,525.0
11328489,365.0
11330236,1200.0
11331110,600.0
11331950,570.0
11333978,1200.0
11335778,1180.0
11337572,1205.0
11338462,515.0
11339872,985.0
11340747,770.0
11341632,540.0
11342432,750.0
11344293,1265.0
11345299,545.0
11346828,1230.0
11348421,1175.0
11349359,770.0
11351015,1370.0
11352545,1350.0
11353693,665.0
11355348,1210.0
11356122,570.0
11357418,1190.0
11358906,1450.0
11360801,1400.0
11362248,1220.0
11363257,775.0
11364385,800.0
11365284,755.0
11366728,1230.0
11368430,1200.0
11370014,1235.0
11371514,1200.0
11373138,1065.0
11374596,1290.0
11375563,525.0
11377266,1385.0
11379020,1185.0
11380244,1090.0
11380996,605.0
11382607,1100.0
11384128,1150.0
11385887,1155.0
11386682,775.0
11387411,575.0
11388262,575.0
11389284,600.0
11389792,375.0
11391811,1205.0
11392656,515.0
11393469,600.0
11394516,575.0
11397905,2360.0
11399451,1165.0
11401033,1175.0
11401848,600.0
11403618,1175.0
11404339,580.0
11405244,640.0
11405878,360.0
11406856,540.0
11407767,770.0
11408604,800.0
11410413,1600.0
11411218,460.0
11412117,485.0
11412929,525.0
11413748,540.0
11414971,785.0
11416578,1175.0
11417953,1305.0
11419481,1370.0
11420225,555.0
11420990,545.0
11422309,895.0
11423212,570.0
11423924,540.0
11425617,1145.0
11426488,485.0
11427146,610.0
11427979,555.0
11428757,545.0
11429609,575.0
11430362,545.0
11431335,550.0
11432358,600.0
11432794,285.0
11433526,605.0
11434337,495.0
11435937,1205.0
11437509,1155.0
11438460,570.0
11440171,1150.0
11441197,740.0
11441934,475.0
11442897,520.0
11444535,1265.0
11445463,515.0
11446813,1020.0
11447571,560.0
11448474,720.0
11450168,1105.0
11451737,1175.0
11452419,540.0
11453935,1490.0
11455800,1530.0
11457366,1120.0
11458741,1185.0
11460564,1580.0
11462204,1175.0
11464059,1600.0
11464978,515.0
11465969,600.0
11466746,515.0
11468167,1430.0
11469872,1200.0
11470752,570.0
11471658,545.0
11472443,570.0
11472926,280.0
11473961,575.0
11475711,1375.0
11476536,770.0
11477523,545.0
11479200,1345.0
11479908,580.0
11481801,1170.0
11483410,1400.0
11484187,605.0
11485508,765.0
11486254,570.0
11487118,570.0
11487923,605.0
11488741,600.0
11489389,525.0
11491205,1175.0
11491969,600.0
11492849,545.0
11493706,555.0
11494532,555.0
11495482,575.0
11496263,575.0
11497043,545.0
11497841,580.0
11498763,610.0
11499540,520.0
11500243,755.0
11500973,575.0
11502023,735.0
11503587,1200.0
11504452,515.0
11506247,1430.0
11507108,600.0
11507870,570.0
11509461,1375.0
11510344,745.0
11511245,545.0
11512987,1575.0
11513919,575.0
11515634,1235.0
11516648,675.0
11517837,1040.0
11519616,1200.0
11520380,600.0
11521638,900.0
11522530,805.0
11523424,745.0
11524294,545.0
11525964,1100.0
11527402,1100.0
11528066,435.0
11529573,1320.0
11531122,1580.0
11531839,575.0
11533669,1405.0
11534377,350.0
11535846,1200.0
11536804,600.0
11537633,525.0
11539233,1230.0
11541540,1625.0
11542381,570.0
11543292,575.0
11545063,1370.0
11545675,270.0
11547302,1325.0
11548154,745.0
11550622,1980.0
11552114,1100.0
11552602,295.0
11553522,605.0
11555215,1200.0
11556021,745.0
11556706,580.0
11557550,495.0
11559303,1205.0
11560189,745.0
11561035,545.0
11562706,1170.0
11564330,1350.0
11564989,740.0
11566842,1375.0
11567591,600.0
11568395,775.0
11569086,545.0
11569988,775.0
11570827,750.0
11571650,570.0
11573327,1205.0
11575280,1725.0
11576277,600.0
11577078,745.0
11577848,600.0
11578574,570.0
11579324,515.0
11581108,1430.0
11581953,485.0
11583350,1120.0
11584243,745.0
11584992,605.0
11586669,1175.0
11587500,575.0
11588280,745.0
11589036,740.0
11590477,995.0
11592143,1205.0
11593659,1400.0
11594673,685.0
11595524,600.0
11597367,1235.0
11598034,545.0
11598758,540.0
11600776,1545.0
11602484,1175.0
11603288,550.0
11604931,1200.0
11606800,1230.0
11607743,575.0
11608582,405.0
11609411,800.0
11610965,1405.0
11612940,1230.0
11614613,1400.0
11615518,970.0
11617284,1375.0
11618183,465.0
11618952,945.0
11619605,770.0
11620548,600.0
11621338,550.0
11621950,545.0
11622779,545.0
11623631,605.0
11624445,515.0
11625268,600.0
11626721,1170.0
11627640,545.0
11628316,545.0
11629037,545.0
11629931,600.0
11631051,815.0
11631848,545.0
11632669,600.0
11633509,515.0
11634534,770.0
11636130,1070.0
11636867,660.0
11637667,545.0
11638977,860.0
11639771,600.0
11641716,1230.0
11643054,1045.0
11644497,1405.0
11646099,1370.0
11646829,775.0
11648579,1430.0
11649327,575.0
11650253,885.0
11650938,545.0
11651771,605.0
11654502,1835.0
11656258,1515.0
11656879,575.0
11657684,575.0
11658529,690.0
11660454,1600.0
11661904,1125.0
11662606,520.0
11663448,745.0
11664495,575.0
11665334,770.0
11666028,775.0
11666971,800.0
11667603,390.0
11668999,1200.0
11669700,745.0
11670520,685.0
11671262,720.0
11672241,575.0
11674017,1230.0
11674961,570.0
11675731,550.0
11676602,575.0
11677440,575.0
11678292,550.0
11679266,805.0
11680178,520.0
11682581,1650.0
11683337,545.0
11683966,415.0
11685430,1210.0
11686812,1070.0
11687631,500.0
11688480,745.0
11689292,600.0
11690050,545.0
11691887,1130.0
11692632,545.0
11693491,745.0
11694281,600.0
11695878,1140.0
11698331,1955.0
11699728,1435.0
11700410,545.0
11701207,540.0
11701917,605.0
11702750,710.0
11703625,600.0
11705296,1430.0
11706191,665.0
11707728,1000.0
11708542,545.0
11709046,315.0
11710459,1350.0
11712977,1980.0
11713782,540.0
11715447,1145.0
11716338,690.0
11718055,1230.0
11718868,575.0
11719639,515.0
11721298,1130.0
11722029,745.0
11722895,575.0
11723958,600.0
11724606,545.0
11725266,745.0
11726370,545.0
11727162,545.0
11727835,420.0
11730629,2000.0
11731035,195.0
11732017,780.0
11732743,545.0
11733444,805.0
11735235,1200.0
11735830,440.0
11737568,1405.0
11738471,600.0
11739239,600.0
11740807,1140.0
11741630,575.0
11742498,515.0
11743302,540.0
11744183,585.0
11745032,715.0
11746042,740.0
11746773,570.0
11747755,575.0
11749155,990.0
11750998,1775.0
11752630,1370.0
11753233,555.0
11754241,545.0
11755029,605.0
11755907,520.0
11756348,190.0
11757206,550.0
11757991,575.0
11758914,575.0
11759610,545.0
11761480,1205.0
11763122,1205.0
11763803,545.0
11765304,1155.0
11766996,1150.0
11767867,765.0
11768910,520.0
11770445,1200.0
11772555,1440.0
11773385,570.0
11775014,1175.0
11776023,800.0
11776837,545.0
11778528,1380.0
11780091,1205.0
11781902,1200.0
11782759,550.0
11783324,200.0
11784996,1405.0
11786383,1055.0
11786775,210.0
11787609,610.0
11789362,1430.0
11790340,495.0
11791139,545.0
11792844,1230.0
11794605,1170.0
11795521,600.0
11796554,740.0
11797955,1170.0
11799335,1140.0
11800962,1180.0
11802614,1145.0
11803604,570.0
11804286,745.0
11805175,545.0
11805961,580.0
11806792,775.0
11808051,915.0
11809664,1230.0
11810355,655.0
11811718,1175.0
11812448,575.0
11813454,570.0
11814423,600.0
11816135,1235.0
11817820,1230.0
11818554,575.0
11819445,600.0
11820176,515.0
11821614,860.0
11822376,545.0
11824076,1545.0
11824880,600.0
11826980,1435.0
11827916,545.0
11828529,420.0
11829388,630.0
11830941,1175.0
11832591,1180.0
11833399,575.0
11834372,635.0
11835045,545.0
11836743,1200.0
11838478,1400.0
11840251,1215.0
11841810,1175.0
11842747,570.0
11844623,1230.0
11845312,740.0
11846109,740.0
11846862,575.0
11847878,600.0
11848799,650.0
11850319,1100.0
11852053,1405.0
11852930,740.0
11854386,1400.0
11855941,1605.0
11856754,545.0
11857455,605.0
11858315,515.0
11859139,555.0
11860843,1210.0
11861846,600.0
11862469,545.0
11863266,605.0
11864087,600.0
11865049,710.0
11865989,600.0
11867803,1175.0
11869682,1290.0
11870684,740.0
11871442,515.0
11872331,575.0
11873862,1230.0
11875658,1155.0
11876629,570.0
11877481,540.0
11878331,575.0
11879167,570.0
11879886,575.0
11880520,545.0
11882148,1230.0
11882856,545.0
11883635,545.0
11884410,460.0
11886211,1155.0
11887628,900.0
11888398,600.0
11889077,600.0
11889728,755.0
11890411,545.0
11891292,520.0
11892823,1160.0
11894463,1230.0
11895272,800.0
11896725,1200.0
11898251,1085.0
11899048,750.0
11900625,1380.0
11901470,660.0
11902295,600.0
11903176,600.0
11903870,575.0
11904674,570.0
11906387,1230.0
11907236,600.0
11908737,1190.0
11909346,605.0
11910217,610.0
11911026,460.0
11911805,515.0
11912629,580.0
11914246,1345.0
11915187,750.0
11915971,550.0
11916803,540.0
11918526,1205.0
11919538,605.0
11920282,800.0
11921047,465.0
11921912,540.0
11922743,665.0
11923478,575.0
11924356,515.0
11925479,575.0
11926240,460.0
11927788,1175.0
11928656,600.0
11930236,1145.0
11931963,1345.0
11932753,575.0
11933512,610.0
11935145,1345.0
11936179,575.0
11937859,1290.0
11938645,570.0
11940082,1175.0
11941514,905.0
11942550,775.0
11944138,1205.0
11945294,865.0
11946139,445.0
11947025,575.0
11947696,540.0
11949272,1200.0
11951066,1375.0
11951783,550.0
11952556,600.0
11954193,1170.0
11954854,455.0
11955509,600.0
11957149,1205.0
11957921,570.0
11958665,520.0
11959324,575.0
11960903,915.0
11962730,1775.0
11963525,570.0
11965018,1430.0
11966174,875.0
11967847,1205.0
11968648,545.0
11969342,540.0
11971015,1195.0
11971975,600.0
11972852,545.0
11973600,545.0
11974409,550.0
11975126,745.0
11975946,545.0
11977570,1435.0
11979130,1145.0
11979866,800.0
11981478,1120.0
11982618,885.0
11983493,550.0
11984556,705.0
11985311,575.0
11986918,1295.0
11988741,1775.0
11989510,980.0
11991170,1585.0
11991973,495.0
11992857,600.0
11993860,600.0
11994692,570.0
11996330,1175.0
11997056,605.0
11997864,600.0
11998702,600.0
12000350,1230.0
12001201,530.0
12001828,575.0
12003500,1145.0
12005322,1340.0
12006995,1205.0
12007673,600.0
12009320,1090.0
12010216,775.0
12010972,745.0
12011686,575.0
12012519,515.0
12013370,600.0
12014123,800.0
12014863,800.0
12015893,540.0
12016888,570.0
12017806,720.0
12019351,1270.0
12020934,1060.0
12022519,1230.0
12024182,1170.0
12024973,555.0
12025813,525.0
12027657,1235.0
12028429,545.0
12029991,1155.0
12030863,770.0
12031545,540.0
12033271,1260.0
12034212,575.0
12034955,600.0
12035716,545.0
12036544,570.0
12037053,310.0
12038206,855.0
12039301,910.0
12040529,880.0
12041785,1125.0
12042667,570.0
12043623,600.0
12045262,1295.0
12046121,500.0
12047608,1320.0
12049245,1295.0
12050263,545.0
12051962,1495.0
12053663,1200.0
12055129,1175.0
12056752,1380.0
12058461,1200.0
12060174,1430.0
12060973,515.0
12061849,745.0
12063498,1430.0
12064963,1430.0
12065697,600.0
12066697,600.0
12067380,545.0
12068293,575.0
12069242,600.0
12070094,605.0
12070751,575.0
12071767,515.0
12072524,600.0
12073245,540.0
12074040,600.0
12075638,1200.0
12077126,1200.0
12078136,745.0
12079444,965.0
12080446,725.0
12081279,600.0
12083284,1105.0
12084097,575.0
12084743,575.0
12085613,545.0
12087338,1230.0
12088912,1130.0
12090386,1055.0
12091134,550.0
12092746,1140.0
12093493,545.0
12095149,1405.0
12095863,570.0
12096654,555.0
12098224,1170.0
12098747,300.0
12099916,820.0
12100611,460.0
12101461,575.0
12102166,520.0
12103050,945.0
12104854,1405.0
12105625,575.0
12107153,1200.0
12107994,605.0
12109138,1045.0
12110929,1230.0
12111813,600.0
12112640,575.0
12113347,775.0
12115018,1400.0
12116590,1375.0
12118169,1145.0
12118861,585.0
12119568,745.0
12120628,690.0
12121348,745.0
12122944,1495.0
12123747,570.0
12125762,1200.0
12126438,545.0
12127193,775.0
12128996,1230.0
12129735,545.0
12130497,545.0
12132189,1175.0
12133887,1230.0
12135033,1095.0
12135834,600.0
12137516,1090.0
12138379,545.0
12139939,1175.0
12140670,520.0
12142079,1200.0
12143771,1175.0
12144667,575.0
12147064,1740.0
12147926,570.0
12149434,1175.0
12150148,580.0
12150971,605.0
12151740,805.0
12153276,1430.0
12154119,540.0
12155271,855.0
12155948,610.0
12157602,1230.0
12158357,450.0
12159154,545.0
12159988,545.0
12160789,540.0
12161556,515.0
12163096,1210.0
12163917,740.0
12164715,570.0
12165540,435.0
12166247,400.0
12167831,1200.0
12169505,1230.0
12170381,550.0
12171170,515.0
12171939,515.0
12172640,480.0
12173447,545.0
12174331,605.0
12174968,545.0
12175719,550.0
12176408,545.0
12177233,755.0
12178072,745.0
12180180,1645.0
12180965,600.0
12182057,855.0
12182699,425.0
12184412,1405.0
12185259,490.0
12186151,800.0
12186966,775.0
12187763,720.0
12188511,570.0
12190366,1405.0
12191232,570.0
12192059,740.0
12192769,575.0
12194398,1125.0
12195320,600.0
12197097,1470.0
12197848,545.0
12199586,1430.0
12201278,1630.0
12202995,1580.0
12203846,545.0
12204722,605.0
12205442,460.0
12206154,545.0
12206995,605.0
12207742,585.0
12208589,575.0
12209318,545.0
12210195,570.0
12211614,1400.0
12212315,545.0
12213069,570.0
12214773,1375.0
12215540,600.0
12216234,570.0
12216960,515.0
12218215,1245.0
12218918,575.0
12219693,585.0
12220526,545.0
12221303,805.0
12223008,1230.0
12224119,895.0
12225614,1185.0
12226621,640.0
12228130,1290.0
12229035,515.0
12229950,600.0
12230703,615.0
12232391,1355.0
12233259,545.0
12234202,540.0
12234978,575.0
12235809,550.0
12238206,1955.0
12239085,545.0
12239810,805.0
12240649,570.0
12243191,2305.0
12244188,600.0
12244882,545.0
12245683,600.0
12246773,605.0
12247632,610.0
12248312,545.0
12248985,550.0
12249877,605.0
12250787,575.0
12252405,1355.0
12253818,1305.0
12254437,400.0
12255112,545.0
12256780,1375.0
12258304,1230.0
12259234,540.0
12260067,545.0
12261568,1120.0
12262947,1060.0
12264238,960.0
12265968,1200.0
12266908,600.0
12268527,1120.0
12269351,520.0
12270404,770.0
12272632,1325.0
12274075,1205.0
12275685,1175.0
12276498,600.0
12277779,1240.0
12278653,600.0
12279543,555.0
12280631,850.0
12281472,575.0
12282086,530.0
12282837,530.0
12283528,485.0
12284377,515.0
12285164,550.0
12285913,545.0
12287463,1235.0
12288857,1175.0
12289689,770.0
12291164,1200.0
12292027,545.0
12292775,555.0
12293751,605.0
12294454,770.0
12295228,570.0
12297148,1430.0
12297939,545.0
12299704,1370.0
12300539,545.0
12301488,600.0
12302369,485.0
12303254,580.0
12304372,870.0
12305485,600.0
12306291,520.0
12307131,600.0
12307932,605.0
12308669,570.0
12309575,600.0
12310357,945.0
12311112,435.0
12311934,970.0
12313682,1340.0
12314503,600.0
12316078,1055.0
12316901,545.0
12318314,1380.0
12318993,600.0
12320713,1200.0
12321543,485.0
12322289,545.0
12324116,1470.0
12324948,605.0
12325706,660.0
12326422,495.0
12328078,1230.0
12328844,715.0
12329585,745.0
12330387,605.0
12331218,570.0
12332114,635.0
12333831,1575.0
12334690,575.0
12335555,770.0
12336434,570.0
12338180,1175.0
12338918,605.0
12339674,745.0
12341286,1435.0
12342694,1370.0
12343802,1035.0
12345550,1320.0
12346485,1005.0
12347415,515.0
12348228,575.0
12349111,555.0
12349997,515.0
12350746,545.0
12352417,1205.0
12353380,540.0
12354139,605.0
12354947,570.0
12356677,1430.0
12358324,1375.0
12359973,1175.0
12360847,605.0
12361612,770.0
12362297,570.0
12363125,540.0
12363968,460.0
12365516,1170.0
12367020,1145.0
12368719,1150.0
12370245,1120.0
12371171,605.0
12371978,545.0
12372891,575.0
12373776,545.0
12374449,575.0
12375276,545.0
12377051,1230.0
12378953,1430.0
12379931,650.0
12381632,1345.0
12382383,570.0
12383297,600.0
12384000,805.0
12385824,1230.0
12386527,550.0
12388100,1145.0
12389041,570.0
12390885,1205.0
12392284,1145.0
12393967,1230.0
12394679,575.0
12395447,600.0
12397948,1805.0
12398935,715.0
12400244,1015.0
12401067,545.0
12401762,610.0
12403509,1200.0
12405574,1605.0
12406289,570.0
12406996,570.0
12407789,800.0
12408534,725.0
12409262,550.0
12410034,605.0
12410964,570.0
12412507,1380.0
12413236,570.0
12414888,1200.0
12415652,550.0
12416421,545.0
12418224,1375.0
12418872,545.0
12419704,975.0
12421546,1545.0
12422455,515.0
12423313,575.0
12423931,545.0
12425716,1430.0
12427399,1235.0
12428257,540.0
12429127,970.0
12429853,440.0
12431536,1230.0
12432260,545.0
12433847,1230.0
12435470,1120.0
