training_step, return
3229560,480.0
3230329,500.0
3231185,775.0
3232772,1175.0
3234503,1175.0
3236013,1275.0
3236898,570.0
3237745,775.0
3238826,800.0
3240461,1055.0
3242173,1545.0
3243160,690.0
3244901,1550.0
3245918,740.0
3246851,600.0
3247629,745.0
3248309,575.0
3249273,600.0
3250162,600.0
3251000,570.0
3251863,605.0
3252742,600.0
3253530,600.0
3255391,1430.0
3256917,1370.0
3258053,600.0
3259082,775.0
3261747,1780.0
3262489,525.0
3263893,910.0
3265465,990.0
3266522,570.0
3267377,520.0
3268075,545.0
3268956,600.0
3269698,570.0
3270527,545.0
3271559,800.0
3272340,600.0
3273200,600.0
3273944,800.0
3274605,600.0
3275768,780.0
3277176,950.0
3278061,600.0
3278807,570.0
3280378,1175.0
3281361,515.0
3283182,1185.0
3283969,575.0
3284727,520.0
3285448,540.0
3287252,1200.0
3288019,605.0
3289145,800.0
3290711,1345.0
3291585,550.0
3292509,600.0
3294036,1025.0
3295934,1315.0
3297694,1095.0
3298493,540.0
3299423,575.0
3300000,340.0
3301871,1385.0
3302545,570.0
3303143,430.0
3304136,800.0
3304855,545.0
3306455,1265.0
3307259,570.0
3308213,610.0
3309059,600.0
3310685,1380.0
3313344,1975.0
3314182,570.0
3315169,685.0
3315883,545.0
3316742,600.0
3317655,600.0
3318392,490.0
3319379,470.0
3320431,805.0
3321273,610.0
3322353,740.0
3323998,1215.0
3324762,545.0
3326620,1385.0
3328334,1340.0
3329124,775.0
3330117,775.0
3330850,600.0
3331775,600.0
3332803,600.0
3333647,805.0
3334503,740.0
3335434,510.0
3336416,560.0
3337248,525.0
3338004,570.0
3339632,1405.0
3341305,1375.0
3343039,1200.0
3343870,600.0
3345388,1110.0
3347116,1095.0
3348374,940.0
3349213,600.0
3350113,745.0
3352005,1210.0
3352857,545.0
3353663,600.0
3355369,1025.0
3356299,605.0
3357109,570.0
3358165,775.0
3359183,600.0
3360054,605.0
3360855,525.0
3361949,545.0
3363780,1160.0
3364743,605.0
3365448,570.0
3366402,600.0
3367218,540.0
3368026,805.0
3368584,355.0
3369949,1055.0
3370730,575.0
3372008,980.0
3372812,540.0
3374084,1115.0
3374973,575.0
3375869,575.0
3377250,1100.0
3377840,250.0
3378715,800.0
3379388,520.0
3380307,600.0
3381594,1145.0
3382623,570.0
3383515,600.0
3384391,540.0
3385097,600.0
3386199,520.0
3387146,600.0
3387867,605.0
3388660,485.0
3389592,510.0
3390547,575.0
3392622,1370.0
3393364,570.0
3394146,600.0
3394987,600.0
3395861,800.0
3397434,1215.0
3400072,1810.0
3400835,600.0
3401733,570.0
3402717,600.0
3403720,575.0
3404453,575.0
3405788,930.0
3406716,540.0
3407537,600.0
3408431,600.0
3409310,600.0
3410012,545.0
3410956,600.0
3411846,800.0
3413405,1475.0
3414462,695.0
3415353,600.0
3416230,570.0
3416928,545.0
3417815,570.0
3418724,600.0
3419480,600.0
3420277,570.0
3421056,570.0
3422068,575.0
3422862,600.0
3423776,600.0
3424540,545.0
3425301,600.0
3426114,490.0
3427004,555.0
3428029,600.0
3428867,545.0
3429638,600.0
3430595,575.0
3432107,1140.0
3432932,570.0
3434567,1180.0
3435491,740.0
3436414,600.0
3437167,600.0
3437976,550.0
3438733,575.0
3440439,1430.0
3441304,570.0
3442059,570.0
3442827,570.0
3443774,600.0
3444429,545.0
3445248,600.0
3445862,540.0
3446631,505.0
3447889,935.0
3448669,540.0
3449926,1095.0
3450758,600.0
3452526,1230.0
3453360,570.0
3454837,1075.0
3455839,770.0
3456743,800.0
3457470,500.0
3458715,790.0
3459534,575.0
3460304,575.0
3461144,575.0
3462990,1200.0
3463837,770.0
3464675,520.0
3465283,380.0
3466094,575.0
3467480,910.0
3468107,575.0
3468854,575.0
3469842,645.0
3471143,1045.0
3472026,515.0
3472812,600.0
3473671,600.0
3475361,1205.0
3475844,315.0
3476643,805.0
3477435,540.0
3478254,575.0
3479007,605.0
3480098,665.0
3482077,1200.0
3483568,1310.0
3484367,600.0
3485157,545.0
3485981,600.0
3487579,1385.0
3488625,575.0
3489985,915.0
3491817,1175.0
3492507,465.0
3493592,600.0
3494301,600.0
3495141,745.0
3496190,575.0
3499255,2265.0
3500271,1000.0
3501125,570.0
3502202,575.0
3503257,740.0
3503956,600.0
3504979,600.0
3505718,940.0
3506665,570.0
3507462,545.0
3509195,1230.0
3509942,545.0
3511779,1430.0
3512659,600.0
3514567,1175.0
3515603,600.0
3516479,570.0
3517651,780.0
3519411,970.0
3520330,600.0
3520987,320.0
3522101,570.0
3523871,1205.0
3524727,575.0
3525598,745.0
3526611,600.0
3527421,805.0
3529410,1430.0
3530198,770.0
3531260,540.0
3532501,805.0
3533361,600.0
3534411,600.0
3535215,555.0
3536028,740.0
3536914,600.0
3537931,600.0
3538973,600.0
3540645,1130.0
3541403,545.0
3542072,570.0
3542926,600.0
3543641,605.0
3544394,800.0
3546622,1465.0
3547479,600.0
3549495,1330.0
3550381,770.0
3551182,545.0
3551814,320.0
3552668,575.0
3553579,770.0
3554387,605.0
3555767,980.0
3557076,1120.0
3557995,1000.0
3559585,960.0
3560326,545.0
3562108,1345.0
3562932,715.0
3563804,555.0
3565482,1345.0
3566283,600.0
3568280,1205.0
3570181,1230.0
3571111,600.0
3572117,770.0
3572829,570.0
3573729,600.0
3575486,1380.0
3576198,600.0
3576960,540.0
3578642,1555.0
3579480,600.0
3580432,600.0
3581134,520.0
3582741,1090.0
3583682,600.0
3584510,745.0
3586208,1545.0
3586909,600.0
3587672,575.0
3588552,575.0
3589445,545.0
3590964,970.0
3592391,1030.0
3593172,600.0
3595087,1430.0
3596961,1330.0
3597500,380.0
3598951,1160.0
3600750,1605.0
3601659,600.0
3602992,955.0
3604763,1195.0
3605711,540.0
3606514,600.0
3607325,600.0
3608098,600.0
3608929,485.0
3610662,1205.0
3611686,605.0
3612469,570.0
3613271,945.0
3614122,600.0
3614797,605.0
3615591,540.0
3616218,410.0
3617089,605.0
3618105,740.0
3618899,600.0
3619774,605.0
3620798,570.0
3621785,600.0
3623924,1665.0
3624657,605.0
3625212,465.0
3626036,600.0
3627770,1110.0
3628826,545.0
3629727,600.0
3630631,540.0
3631508,570.0
3632303,550.0
3634047,1105.0
3634915,570.0
3635860,600.0
3637474,1290.0
3638969,1075.0
3639839,805.0
3640614,600.0
3642383,1370.0
3643283,770.0
3644012,375.0
3644765,600.0
3646221,1375.0
3646836,350.0
3648351,885.0
3649066,515.0
3650058,600.0
3651691,910.0
3652678,600.0
3653392,770.0
3654231,605.0
3656054,1230.0
3657267,600.0
3658238,1000.0
3659933,1085.0
3661435,1240.0
3663053,1175.0
3663960,570.0
3665939,1370.0
3666788,450.0
3667522,575.0
3668222,600.0
3668962,555.0
3669802,600.0
3670592,600.0
3671711,600.0
3674504,2245.0
3675588,600.0
3676433,540.0
3677230,585.0
3678082,605.0
3678869,350.0
3680713,1185.0
3681556,575.0
3682460,745.0
3684501,1415.0
3685447,545.0
3686252,665.0
3687961,1230.0
3688860,600.0
3689504,680.0
3691268,1380.0
3692284,605.0
3694227,1490.0
3694925,740.0
3695987,800.0
3696845,805.0
3698649,1375.0
3699515,600.0
3700386,600.0
3701350,600.0
3702099,540.0
3703363,995.0
3704149,545.0
3704943,740.0
3705733,600.0
3706352,545.0
3707133,605.0
3707950,545.0
3708705,570.0
3709522,600.0
3711125,1115.0
3712015,545.0
3712853,555.0
3713618,780.0
3714500,570.0
3716026,840.0
3716879,740.0
3718644,1665.0
3719418,485.0
3721758,1865.0
3722652,570.0
3723514,600.0
3724269,570.0
3725107,515.0
3725723,465.0
3726492,490.0
3727816,990.0
3728599,575.0
3729543,570.0
3730291,605.0
3731035,545.0
3731683,550.0
3732534,545.0
3733458,600.0
3734191,600.0
3734890,545.0
3735787,570.0
3737459,1570.0
3739377,1200.0
3741102,1175.0
3741947,575.0
3743784,1405.0
3744485,740.0
3745254,555.0
3746042,600.0
3746922,605.0
3748463,1215.0
3749475,1000.0
3750121,545.0
3751874,1320.0
3753530,1235.0
3754301,540.0
3755911,1400.0
3756787,600.0
3758469,1170.0
3759416,770.0
3761168,1265.0
3762060,575.0
3763812,1430.0
3764835,585.0
3765864,575.0
3766517,570.0
3767191,605.0
3767993,545.0
3768721,605.0
3769582,575.0
3770246,570.0
3771375,800.0
3772160,580.0
3773009,605.0
3774454,1235.0
3775461,490.0
3776251,540.0
3778002,1230.0
3778707,545.0
3780203,1345.0
3781815,1155.0
3782710,745.0
3783519,600.0
3784531,600.0
3785163,575.0
3787033,1200.0
3787762,495.0
3788484,570.0
3790171,1200.0
3792151,1170.0
3792817,575.0
3793645,570.0
3795434,1230.0
3796242,575.0
3797824,1270.0
3799472,1165.0
3800365,805.0
3801417,600.0
3802911,1120.0
3803747,605.0
3804541,600.0
3806095,1060.0
3806704,570.0
3807807,800.0
3808768,575.0
3810230,1115.0
3811128,600.0
3812055,800.0
3812941,515.0
3813828,690.0
3814666,510.0
3815434,545.0
3816329,600.0
3817029,490.0
3817927,600.0
3819983,1230.0
3820925,800.0
3822374,1195.0
3824174,1745.0
3825050,600.0
3825899,575.0
3826609,545.0
3827501,575.0
3828374,600.0
3829098,770.0
3830157,775.0
3831644,1265.0
3832451,800.0
3833211,600.0
3835121,1175.0
3835947,580.0
3836745,600.0
3838532,1430.0
3839386,600.0
3840753,1125.0
3842113,930.0
3843964,1400.0
3844887,600.0
3846680,1230.0
3847518,575.0
3848301,775.0
3849151,545.0
3850013,585.0
3850691,580.0
3851601,575.0
3852369,545.0
3853108,540.0
3853842,570.0
3855188,920.0
3855998,575.0
3857299,920.0
3858835,1235.0
3859641,570.0
3860280,600.0
3861913,1175.0
3862902,600.0
3863719,600.0
3864388,675.0
3865360,600.0
3867174,1205.0
3868815,1370.0
3869661,575.0
3870515,485.0
3871335,545.0
3872859,1375.0
3873683,570.0
3874596,570.0
3876301,1095.0
3877360,570.0
3878122,600.0
3880013,1375.0
3880905,600.0
3881691,465.0
3882470,545.0
3883302,545.0
3883912,375.0
3884628,600.0
3886557,1370.0
3888287,1430.0
3889150,515.0
3890041,570.0
3891696,1000.0
3892489,600.0
3893263,605.0
3893907,575.0
3894774,600.0
3895696,605.0
3896518,775.0
3897024,330.0
3898743,1230.0
3899724,600.0
3900809,600.0
3901751,605.0
3903820,1570.0
3904394,465.0
3905759,970.0
3906439,515.0
3907800,1040.0
3908628,755.0
3909408,600.0
3910608,785.0
3911323,800.0
3912929,1275.0
3913648,605.0
3915105,860.0
3915897,575.0
3917633,1200.0
3918553,570.0
3920187,975.0
3921025,540.0
3921849,600.0
3922735,600.0
3924263,885.0
3925040,600.0
3926088,775.0
3927877,1235.0
3928747,465.0
3930453,1275.0
3931476,570.0
3932131,325.0
3933047,515.0
3933841,775.0
3934834,600.0
3935747,600.0
3936723,600.0
3937463,545.0
3938159,600.0
3939851,1375.0
3940669,800.0
3941531,515.0
3942965,1200.0
3944001,600.0
3944736,545.0
3945540,600.0
3946306,575.0
3947238,570.0
3948125,600.0
3949864,1235.0
3950716,600.0
3952544,1430.0
3953374,605.0
3954276,800.0
3956206,1555.0
3956753,310.0
3957494,520.0
3959720,1530.0
3960680,600.0
3961537,570.0
3962219,545.0
3963691,1035.0
3964502,715.0
3965411,570.0
3966353,745.0
3968017,1125.0
3969473,1205.0
3970521,730.0
3971489,540.0
3972494,600.0
3973232,605.0
3974150,575.0
3974880,575.0
3975738,600.0
3976638,545.0
3977353,465.0
3979198,1155.0
3980838,1375.0
3982608,1170.0
3983984,915.0
3984708,605.0
3986316,1200.0
3986991,545.0
3987833,495.0
3988612,600.0
3989500,770.0
3990151,545.0
3991050,545.0
3992071,800.0
3992842,600.0
3993678,540.0
3994446,600.0
3995524,520.0
3996421,540.0
3997261,600.0
3998080,545.0
3999153,600.0
4000952,1410.0
4001900,600.0
4002861,605.0
4003781,575.0
4004619,575.0
4005358,575.0
4006134,770.0
4008035,1230.0
4008970,605.0
4010325,930.0
4011186,485.0
4011935,600.0
4012553,545.0
4013470,605.0
4014318,600.0
4015861,1320.0
4016534,445.0
4017236,545.0
4017838,395.0
4020583,2060.0
4021385,600.0
4022290,710.0
4023293,555.0
4024137,570.0
4025067,570.0
4025973,545.0
4026955,800.0
4028801,1170.0
4029681,540.0
4030379,570.0
4031125,490.0
4032123,800.0
4033827,980.0
4034567,775.0
4035464,605.0
4036130,570.0
4036918,570.0
4037603,800.0
4038747,1225.0
4040232,1020.0
4040871,615.0
4041750,570.0
4043403,1060.0
4044289,545.0
4045095,800.0
4045861,600.0
4046706,600.0
4047503,545.0
4048270,600.0
4049234,800.0
4050321,610.0
4051059,775.0
4051830,525.0
4052586,570.0
4053570,545.0
4054387,600.0
4055840,1155.0
4056694,605.0
4058486,1230.0
4059267,575.0
4060160,575.0
4061694,1170.0
4063306,1115.0
4064105,600.0
4065089,600.0
4066907,1185.0
4067644,555.0
4069230,1055.0
4070016,570.0
4070858,595.0
4071645,600.0
4072888,990.0
4073669,540.0
4075504,1205.0
4076424,600.0
4077289,600.0
4078109,600.0
4078856,600.0
4079684,600.0
4081159,1100.0
4082235,570.0
4083140,570.0
4083857,600.0
4085225,965.0
4086083,545.0
4087787,1230.0
4088830,785.0
4089676,605.0
4090536,605.0
4091429,810.0
4092192,600.0
4093092,545.0
4093961,600.0
4094700,575.0
4095708,545.0
4096413,540.0
4097339,530.0
4098309,800.0
4098917,380.0
4099887,575.0
4101659,1400.0
4103205,1360.0
4105078,1115.0
4105872,520.0
4107726,1280.0
4109096,915.0
4109823,600.0
4110468,435.0
4112015,1190.0
4112872,600.0
4114654,1400.0
4115330,570.0
4116162,540.0
4116931,570.0
4117980,600.0
4118811,770.0
4119633,800.0
4120412,540.0
4121165,485.0
4121910,600.0
4122902,575.0
4123714,600.0
4125098,1330.0
4127139,1180.0
4127630,365.0
4129344,1345.0
4131103,1180.0
4131915,570.0
4132606,775.0
4133509,545.0
4135083,1085.0
4136081,570.0
4137036,540.0
4138586,1200.0
4139500,545.0
4140263,610.0
4141762,1255.0
4143444,1150.0
4144304,770.0
4145208,545.0
4146234,570.0
4148107,1430.0
4149788,1200.0
4151533,1430.0
4153072,1175.0
4153827,600.0
4155450,1800.0
4156316,545.0
4157979,1150.0
4158882,605.0
4159544,575.0
4161043,1230.0
4161787,805.0
4162793,540.0
4163466,520.0
4164289,570.0
4165179,575.0
4166930,1470.0
4168926,1290.0
4169686,545.0
4171374,1175.0
4172795,1050.0
4173692,745.0
4174481,800.0
4175119,575.0
4176481,840.0
4177547,780.0
4178503,600.0
4179064,395.0
4179769,570.0
4180589,600.0
4181378,715.0
4182200,600.0
4182981,600.0
4183922,545.0
4184706,575.0
4186366,1320.0
4188101,1175.0
4188802,575.0
4190480,1230.0
4191949,1200.0
4192741,495.0
4194419,1260.0
4195137,530.0
4196008,600.0
4196881,800.0
4197722,540.0
4198463,550.0
4199169,495.0
4200118,600.0
4201033,775.0
4202063,600.0
4202915,570.0
4204702,1175.0
4205755,800.0
4206734,600.0
4207409,570.0
4208973,1145.0
4209775,490.0
4211478,1260.0
4212170,540.0
4213380,850.0
4214123,555.0
4215068,575.0
4215763,605.0
4216488,545.0
4217767,990.0
4218542,740.0
4219927,1375.0
4220701,600.0
4222288,1205.0
4223060,600.0
4224028,570.0
4224781,605.0
4225536,545.0
4226320,575.0
4226925,455.0
4227839,1005.0
4228639,800.0
4229445,570.0
4230274,540.0
4231114,575.0
4231945,600.0
4232680,600.0
4233732,600.0
4235272,1200.0
4236388,600.0
4237257,600.0
4238234,600.0
4238926,570.0
4239796,600.0
4240542,530.0
4241222,540.0
4241927,570.0
4242807,575.0
4244291,1105.0
4245046,575.0
4245844,600.0
4246619,575.0
4248201,1250.0
4249856,1630.0
4250775,600.0
4251346,410.0
4252097,745.0
4252690,500.0
4253591,600.0
4254418,800.0
4255209,775.0
4256851,1545.0
4258609,1205.0
4259367,540.0
4260224,690.0
4261908,1175.0
4262659,550.0
4263712,575.0
4264495,525.0
4265392,660.0
4266223,495.0
4266994,750.0
4267730,600.0
4269419,1230.0
4270162,600.0
4271974,1350.0
4272869,500.0
4273652,775.0
4274515,800.0
4275117,570.0
4275935,800.0
4277233,910.0
4278860,900.0
4280173,940.0
4280971,600.0
4281699,575.0
4282352,575.0
4283408,570.0
4284079,570.0
4284814,605.0
4285401,575.0
4286957,1430.0
4287752,515.0
4288751,580.0
4289694,545.0
4290508,770.0
4291355,575.0
4292141,515.0
4292956,480.0
4293827,600.0
4295437,1400.0
4296326,540.0
4297225,570.0
4298017,600.0
4298692,545.0
4299645,570.0
4300450,485.0
4301230,540.0
4302099,545.0
4302883,600.0
4304657,1310.0
4307090,1930.0
4307783,510.0
4308559,575.0
4309493,600.0
4310319,600.0
4311645,945.0
4312510,600.0
4313367,600.0
4314585,835.0
4315387,550.0
4316334,605.0
4317232,600.0
4318026,600.0
4318866,515.0
4319723,920.0
4321254,1125.0
4322128,600.0
4323459,845.0
4324311,575.0
4325250,570.0
4326183,530.0
4327041,775.0
4328041,570.0
4328875,565.0
4329666,750.0
4330474,745.0
4331449,600.0
4332164,575.0
4333177,860.0
4333905,570.0
4334750,575.0
4335535,605.0
4336464,570.0
4337392,570.0
4338248,540.0
4339184,570.0
4339929,600.0
4341573,1575.0
4342344,780.0
4343054,600.0
4343951,600.0
4344852,600.0
4345573,545.0
4346212,555.0
4346848,465.0
4347781,1000.0
4349544,1145.0
4350528,570.0
4352196,1120.0
4354474,1975.0
4355472,570.0
4356695,875.0
4357521,545.0
4359430,1470.0
4360207,545.0
4361811,1150.0
4362652,545.0
4363791,795.0
4364551,975.0
4365989,1175.0
4366820,600.0
4367709,700.0
4369030,835.0
4370602,1390.0
4371588,710.0
4372520,515.0
4373376,600.0
4374857,905.0
4375639,800.0
4376640,485.0
4377291,550.0
4378121,545.0
4379016,570.0
4379718,600.0
4381081,1035.0
4381894,800.0
4382892,495.0
4383750,610.0
4385194,940.0
4386046,575.0
4387035,575.0
4388011,575.0
4388881,715.0
4389751,580.0
4390635,575.0
4392264,1285.0
4392983,575.0
4394797,1120.0
4396154,840.0
4397138,800.0
4398054,775.0
4398872,600.0
4399635,545.0
4400476,485.0
4401237,500.0
4402151,545.0
4403121,570.0
4404067,775.0
4405516,1155.0
4406358,580.0
4407224,800.0
4408955,1170.0
4409989,600.0
4411001,750.0
4411809,540.0
4412565,600.0
4413350,495.0
4414110,545.0
4414991,495.0
4415895,600.0
4416779,600.0
4418587,1230.0
4419470,600.0
4420255,600.0
4421130,550.0
4421975,575.0
4422655,555.0
4423825,570.0
4424991,845.0
4425813,570.0
4426612,545.0
4427399,600.0
4428183,575.0
4429086,665.0
4430001,595.0
4430837,610.0
4431721,575.0
4432706,600.0
4434143,1125.0
4435072,745.0
4436231,950.0
4437111,745.0
4437925,580.0
4438842,600.0
4439482,500.0
4441298,1370.0
4442194,575.0
4443054,600.0
4443982,570.0
4444874,515.0
4446969,1300.0
4447725,555.0
4448493,600.0
4449278,600.0
4449992,570.0
4450855,575.0
4451745,570.0
4453888,1450.0
4455910,1385.0
4456676,515.0
4457359,425.0
4459039,1600.0
4460645,1400.0
4462115,1180.0
4462977,550.0
4464355,920.0
4465800,1380.0
4466585,545.0
4467119,335.0
4468022,605.0
4468902,770.0
4469709,745.0
4470682,575.0
4472130,1085.0
4473024,745.0
4473838,525.0
4474599,600.0
4476116,1080.0
4478068,1205.0
4478874,575.0
4479807,570.0
4480427,360.0
4481047,340.0
4482057,570.0
4482983,515.0
4483963,575.0
4486288,1790.0
4488025,1405.0
4488782,470.0
4489499,555.0
4491150,1230.0
4492925,1125.0
4494001,665.0
4494933,740.0
4495818,545.0
4496772,600.0
4498503,1090.0
4499320,600.0
4500087,600.0
4501277,875.0
4502072,970.0
4503599,1245.0
4504342,770.0
4505237,600.0
4505970,575.0
4506561,590.0
4507394,770.0
4508240,710.0
4508945,570.0
4509832,600.0
4510779,745.0
4512242,1175.0
4513150,600.0
4513902,470.0
4514583,510.0
4515553,570.0
4516453,575.0
4518058,1185.0
4519747,1400.0
4520595,580.0
4522395,1370.0
4523291,545.0
4524066,600.0
4525165,575.0
4526119,570.0
4526777,605.0
4528329,1170.0
4529297,570.0
4530219,600.0
4531071,575.0
4532051,600.0
4532784,550.0
4533504,550.0
4534359,800.0
4535148,800.0
4535888,600.0
4536641,520.0
4537668,800.0
4538427,570.0
4539166,575.0
4540898,1145.0
4541735,600.0
4542431,600.0
4543187,600.0
4543973,600.0
4544900,775.0
4545587,605.0
4546343,570.0
4547156,800.0
4548847,1230.0
4549684,600.0
4551079,1225.0
4551887,575.0
4552875,800.0
4554676,1145.0
4555594,605.0
4556439,570.0
4558063,1325.0
4558748,545.0
4559590,600.0
4560277,770.0
4561167,610.0
4561915,600.0
4563602,1695.0
4564383,745.0
4566692,1795.0
4567556,600.0
4568383,540.0
4569233,600.0
4570933,1145.0
4571842,605.0
4572597,600.0
4573504,605.0
4574266,600.0
4575047,775.0
4576665,1175.0
4577440,600.0
4578468,570.0
4579191,545.0
4580217,755.0
4581037,570.0
4582775,960.0
4584552,1435.0
4586427,1080.0
4587187,570.0
4588070,515.0
4588943,545.0
4589758,605.0
4590635,545.0
4591414,600.0
4592259,600.0
4593931,1200.0
4594684,600.0
4595573,600.0
4597026,1195.0
4597984,540.0
4598916,800.0
4599938,725.0
4600811,550.0
4601610,540.0
4602439,600.0
4603221,575.0
4604086,575.0
4604932,700.0
4605749,605.0
4606662,570.0
4607499,695.0
4609413,1230.0
4610408,575.0
4612308,1175.0
4613206,570.0
4614296,600.0
4614956,605.0
4615772,600.0
4616601,570.0
4617436,600.0
4618260,545.0
4620152,1570.0
4621115,805.0
4622248,580.0
4624058,1320.0
4624729,580.0
4625634,575.0
4626310,605.0
4627344,770.0
4628369,600.0
4630050,1435.0
4630894,800.0
4631973,745.0
4632942,570.0
4634607,1175.0
4635377,570.0
4636173,600.0
4638098,1170.0
4639564,1175.0
4640379,715.0
4641289,600.0
4641965,545.0
4643627,1200.0
4644449,600.0
4645396,570.0
4646744,905.0
4647531,545.0
4649220,1185.0
4649982,525.0
4651849,1435.0
4653165,1200.0
4655027,1175.0
4655852,745.0
4657723,1230.0
4658914,1230.0
4661428,1860.0
4663112,1130.0
4664715,1370.0
4665700,545.0
4666378,600.0
4667115,570.0
4667843,570.0
4669471,1325.0
4670229,605.0
4670927,540.0
4671843,605.0
4672534,510.0
4673441,600.0
4674447,575.0
4675285,540.0
4676541,920.0
4677612,600.0
4678463,570.0
4679136,585.0
4680451,930.0
4681281,515.0
4682146,570.0
4684249,1325.0
4685246,605.0
4686059,545.0
4686734,570.0
4687728,545.0
4688588,570.0
4690134,1175.0
4691112,600.0
4692254,570.0
4692999,530.0
4693810,770.0
4695480,1175.0
4696335,600.0
4697862,1230.0
4698615,540.0
4700328,1150.0
4701408,570.0
4702125,550.0
4704291,1360.0
4705143,570.0
4705993,540.0
4707108,605.0
4707967,540.0
4708801,600.0
4709755,600.0
4711413,1375.0
4712253,970.0
4713074,600.0
4713898,600.0
4714766,605.0
4716273,1175.0
4717171,770.0
4718127,800.0
4719039,575.0
4719904,575.0
4721849,1230.0
4723597,1230.0
4724332,575.0
4725971,1155.0
4726861,525.0
4728601,1350.0
4730182,1085.0
4731180,600.0
4732064,600.0
4733559,1145.0
4734319,705.0
4735158,545.0
4736244,650.0
4737145,600.0
4737761,465.0
4738516,605.0
4739399,600.0
4740378,640.0
4742002,1370.0
4742748,545.0
4743518,540.0
4744347,545.0
4745064,775.0
4747127,1900.0
4748637,1300.0
4749386,575.0
4751180,1130.0
4752359,785.0
4753210,575.0
4754190,1005.0
4755026,575.0
4755746,800.0
4756482,545.0
4757297,745.0
4758334,1070.0
4759424,670.0
4760159,575.0
4761074,600.0
4762022,570.0
4762721,570.0
4763538,545.0
4764360,600.0
4765033,550.0
4766732,1780.0
4767495,605.0
4768279,570.0
4769010,570.0
4771634,1835.0
4772438,570.0
4773277,600.0
4773966,380.0
4774782,540.0
4775579,600.0
4776384,555.0
4777347,640.0
4778111,510.0
4779868,1405.0
4781674,1315.0
4782453,740.0
4783394,600.0
4784180,745.0
4784961,545.0
4785660,525.0
4786182,200.0
4787070,600.0
4787982,735.0
4788711,405.0
4789572,545.0
4791122,1575.0
4791986,720.0
4792650,575.0
4793326,570.0
4794112,545.0
4794909,570.0
4795932,720.0
4796663,570.0
4798196,1130.0
4799732,1060.0
4800545,545.0
4802516,1205.0
4803896,895.0
4805491,1170.0
4806454,570.0
4807327,570.0
4808086,570.0
4808936,610.0
4809666,605.0
4810303,485.0
4811885,1530.0
4812649,600.0
4813343,575.0
4814266,600.0
4815828,1290.0
4817730,1465.0
4818524,570.0
4819268,800.0
4819939,555.0
4820871,605.0
4821646,600.0
4822637,800.0
4825218,1595.0
4826052,570.0
4826873,575.0
4827557,600.0
4828203,570.0
4829721,1120.0
4830603,600.0
4832253,1375.0
4834407,1430.0
4836093,1375.0
4836931,600.0
4837810,745.0
4839902,1430.0
4840703,515.0
4841509,550.0
4842215,605.0
4843078,745.0
4843849,570.0
4844768,545.0
4845688,600.0
4847390,1330.0
4849286,1430.0
4850170,600.0
4850995,545.0
4852680,1175.0
4854738,1395.0
4855712,575.0
4856547,575.0
4857438,570.0
4858327,605.0
4859154,415.0
4860813,1230.0
4862713,1235.0
4863696,550.0
4864647,575.0
4865665,555.0
4866494,600.0
4867231,745.0
4869046,1550.0
4869628,325.0
4871255,1350.0
4872787,1345.0
4874344,1150.0
4875961,1175.0
4876915,800.0
4877602,545.0
4878317,600.0
4879299,570.0
4880718,1020.0
4881651,600.0
4883442,1175.0
4884914,880.0
4886666,1230.0
4888131,1330.0
4890068,1200.0
4890871,600.0
4892397,1060.0
4894007,1205.0
4894730,600.0
4895650,545.0
4896665,600.0
4898453,1030.0
4899355,805.0
4900395,605.0
4901094,415.0
4902024,600.0
4902949,575.0
4903937,710.0
4904685,610.0
4905411,770.0
4906052,600.0
4907711,1190.0
4909348,1175.0
4910190,775.0
4912128,1375.0
4913987,1205.0
4915814,1350.0
4917601,1315.0
4918923,850.0
4920027,600.0
4920711,605.0
4921471,600.0
4923231,1205.0
4924838,1350.0
4926274,995.0
4927708,1175.0
4928554,605.0
4929381,545.0
4930184,545.0
4931869,1235.0
4932706,545.0
4933606,600.0
4935599,1175.0
4936481,575.0
4938229,1180.0
4939070,570.0
4939807,600.0
4940661,600.0
4941705,600.0
4942380,545.0
4943771,890.0
4945584,1200.0
4946501,605.0
4948162,1175.0
4948965,545.0
4950839,1405.0
4951677,570.0
4952469,570.0
4953158,510.0
4953799,335.0
4954813,600.0
4955767,570.0
4957423,1235.0
4958502,745.0
4959312,505.0
4960031,600.0
4960921,600.0
4961662,545.0
4962647,600.0
4963643,545.0
4964615,575.0
4965487,585.0
4966550,800.0
4968356,1495.0
4969093,770.0
4970635,1175.0
4971695,575.0
4972697,600.0
4974502,1605.0
4975402,600.0
4976453,540.0
4977245,440.0
4979370,1495.0
4980119,470.0
4981092,600.0
4981930,570.0
4983677,1345.0
4984635,575.0
4986396,1095.0
4987270,605.0
4987998,515.0
4988862,775.0
4989739,570.0
4990546,510.0
4991663,725.0
4992491,575.0
4994034,1175.0
4994859,600.0
4995827,800.0
4996788,600.0
4998174,1095.0
4999166,605.0
5000395,1435.0
5002227,1130.0
5003174,575.0
5005234,1230.0
5005985,740.0
5007357,845.0
5008284,570.0
5009075,800.0
5009798,605.0
5010603,495.0
5011539,600.0
5013358,1170.0
5014775,1065.0
5015634,885.0
5017307,1155.0
5018959,1230.0
5019628,545.0
5020441,570.0
5021415,570.0
5023222,1295.0
5024602,1025.0
5025741,575.0
5026667,600.0
5028334,1230.0
5029105,605.0
5029813,800.0
5031712,1430.0
5032669,570.0
5033591,600.0
5035088,870.0
